1020000001;20
1020000002;30
1020000003;10
1020000004;10
1020000005;10
1020000006;10
1020000007;10
1020000008;10
1020000009;10
1020000010;10
1020000012;10
1020000013;10
1020000014;10
1020000016;10
1020000017;10
1020000018;10
1020000019;10
1020000020;10
1020000021;10
1020000022;10
1020000023;10
1020000024;10
1020000025;10
1020000026;10
1020000027;10
1020000028;10
1020000029;10
1020000030;10
1020000031;10
1020000032;10
1020000033;10
1020000034;10
1020000035;10
1020000036;10
1020000038;10
1020000039;10
1020000040;10
1020000041;10
1020000042;10
1020000043;10
1020000044;10
1020000045;10
1020000046;10
1020000047;10
1020000048;10
1200000049;10
1020000050;10
1020000051;10
1020000052;10
1020000053;10
1020000054;10
1020000055;10
1020000056;10
1020000057;10
1020000058;10
1020000059;10
1020000060;10
1020000061;10
1020000062;10
1020000063;10
1020000064;10
1020000065;10
1020000066;10
1020000067;10
1020000068;10
1020000069;10
1020000070;10
1020000071;10
1020000072;10
1020000073;10
1020000074;10
1020000075;10
1020000076;10
1020000077;10
1020000078;10
1020000079;10
1020000080;10
1020000081;10
1020000082;10
1020000083;10
1020000084;10
1020000085;10
1020000086;10
1020000087;10
1020000088;10
1020000089;10
1020000090;10
1020000091;10
1020000092;10
1020000093;10
1020000094;10
1020000095;10
1020000096;10
1020000097;10
1020000098;10
1020000099;10
1020000100;10
1020000101;10
1020000102;10
1020000103;10
1020000104;10
1020000105;10
1020000106;10
1030000107;10
1030000108;10
1030000109;10
1030000110;10
1030000111;10
1030000112;10
1030000113;10
1030000114;10
1030000115;10
1030000116;10
1030000117;10
1030000118;10
1030000119;10
1030000120;10
1030000121;10
1030000122;10
1030000123;10
1040000124;10
1030000125;10
1030000126;10
1030000127;10
1030000128;10
1030000129;10
1030000130;10
1030000131;10
1030000132;10
1030000133;10
1040000134;10
1030000135;10
1040000136;10
1040000137;10
1040000138;10
1040000139;10
1040000140;10
1040000141;10
1040000142;10
1040000143;10
1040000144;10
1040000145;10
1020000146;10
1040000147;10
1040000148;10
1040000149;10
1040000150;10
1040000151;10
1040000152;10
1040000153;10
1040000154;10
1040000155;10
1040000156;10
1040000157;10
1040000158;10
1040000159;10
1040000160;10
1040000161;10
1010000162;10
1040000163;10
1040000164;10
1040000165;10
1040000166;10
1040000167;10
1040000168;10
1040000169;10
1040000170;10
1040000171;10
1040000172;10
1040000174;10
1050000175;10
1040000176;10
1020000177;10
1020000178;10
1020000179;10
1020000180;10
1020000181;10
1020000182;10
1020000183;10
1040000184;10
1040000185;10
1040000186;10
1030000187;10
1040000188;10
4020000189;10
4020000190;10
4190000191;10
4010000193;10
4020000194;10
4020000195;10
4020000196;10
4020000197;10
4020000198;10
2020000199;10
4020000200;10
4020000201;10
4020000202;10
4020000203;10
4020000204;10
4020000205;10
4030000206;10
4030000207;10
4030000208;10
4040000209;10
4040000210;10
1330000211;10
1050000212;10
4040000213;10
1050000214;10
1330000215;10
1040000216;10
4030000217;10
1050000218;10
1330000219;10
1050000220;10
4030000221;10
1050000222;10
2090000223;10
1050000224;10
4190000225;10
1330000226;10
2090000227;10
1330000228;10
1050000229;10
2090000230;10
4030000231;10
1050000232;10
2090000233;10
1050000234;10
2090000235;10
1040000236;10
2090000237;10
1040000238;10
1040000239;10
2090000240;10
1330000241;10
2060000242;10
2100000243;10
1330000244;10
2080000245;10
2140000246;10
1050000247;10
2100000248;10
1330000249;10
2090000250;10
2090000251;10
1030000252;10
2090000253;10
1030000254;10
2090000255;10
2090000256;10
1030000257;10
2090000258;10
1330000259;10
2090000260;10
2090000261;10
1330000262;10
2090000263;10
1330000264;10
2090000265;10
2090000266;10
2090000267;10
1330000268;10
2070000269;10
2090000270;10
1330000271;10
2070000272;10
1050000273;10
2070000274;10
2070000275;10
2070000276;10
1030000277;10
2070000278;10
1030000279;10
2070000280;10
4030000281;10
2070000282;10
1030000283;10
1030000284;10
1330000285;10
2070000286;10
2140000287;10
1330000288;10
1330000289;10
2070000290;10
1050000292;10
3120000293;10
2070000294;10
1330000295;10
3120000296;10
3150000297;10
3120000298;10
1040000299;10
1330000300;10
4040000301;10
1050000302;10
1330000303;10
1020000304;10
1020000305;10
1050000306;10
1050000307;10
4330000308;10
1020000309;10
1050000310;10
1030000311;10
4030000312;10
1330000313;10
1020000314;10
1030000315;10
4020000316;10
4020000317;10
1330000318;10
1330000319;10
4200000320;10
1020000321;10
1330000322;10
1330000323;10
1020000324;10
1330000325;10
1330000326;10
1020000327;10
1040000328;10
1020000329;10
1020000330;10
1330000331;10
1020000332;10
1020000333;10
1020000335;10
3150000337;10
1020000338;10
4050000339;10
3150000340;10
4330000341;10
1020000342;10
2150000343;10
3150000344;10
3120000345;10
1020000346;10
1330000347;10
1050000348;10
3150000349;10
3150000350;10
1020000351;10
1340000352;10
3000000353;10
1020000355;10
3150000356;10
3150000357;10
1050000358;10
3150000359;10
1020000360;10
1050000361;10
3150000362;10
1020000363;10
3340000364;10
3150000365;10
3150000366;10
3150000367;10
1020000368;10
3150000369;10
1330000370;10
3150000371;10
1020000372;10
3150000373;10
1050000374;10
1020000375;10
3150000376;10
3150000377;10
3150000378;10
3150000379;10
3150000380;10
3150000381;10
3150000382;10
3150000383;10
3150000384;10
3150000385;10
3150000386;10
3150000387;10
3150000388;10
3150000389;10
3150000390;10
1020000391;10
3150000392;10
3140000393;10
4020000394;10
3140000395;10
1050000396;10
3140000397;10
1330000398;10
1020000399;10
3150000400;10
